,2019-12-01,2019-12-15,2019-12-29,2020-01-12,2020-01-26,2020-02-09,2020-02-23,2020-03-08,2020-03-22,2020-04-05,2020-04-19,2020-05-03,2020-05-17,2020-05-31,2020-06-14,2020-06-28,2020-07-12,2020-07-26,2020-08-09,2020-08-23,2020-09-06,2020-09-20,2020-10-04,2020-10-18,2020-11-01,2020-11-15,2020-11-29,2020-12-13,2020-12-27,2021-01-10,2021-01-24,2021-02-07,2021-02-21,2021-03-07,2021-03-21,2021-04-04,2021-04-18,2021-05-02,2021-05-16,2021-05-30,2021-06-13,2021-06-27,2021-07-11,2021-07-25,2021-08-08,2021-08-22,2021-09-05,2021-09-19,2021-10-03,2021-10-17,2021-10-31,2021-11-14,2021-11-28,2021-12-12,2021-12-26,2022-01-09,2022-01-23,2022-02-06,2022-02-20,2022-03-06,2022-03-20,2022-04-03
Europe / Denmark / Syddanmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0217,0.0273,0.0319,0.0501,0.06509999999999999,0.08109999999999999,0.109,0.1723,0.2087,0.25120000000000003,0.3118,0.3979,0.5051,0.5935,0.6876000000000001,0.7259,0.7402,0.7483,0.7539,0.7578,0.7617,0.7665000000000001,0.775,0.7834,0.8055,0.8177,0.8219,0.8234,0.8242,0.8245999999999999,0.8249
North America / USA / Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005600000000000001,0.019799999999999998,0.05595,0.0842,0.10880000000000001,0.1313,0.19079999999999997,0.25429999999999997,0.2916,0.31079999999999997,0.3385,0.35450000000000004,0.3714,0.3804,0.3906,0.4043,0.4209333333333334,0.4407,0.4572,0.47130000000000005,0.4819,0.488,0.4934909090909091,0.49950000000000006,0.5065,0.5141,0.525,0.5309,0.5344666666666666,0.5378000000000001,0.5405,0.5427000000000001
Asia / India / Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007000000000000001,0.0027,0.0054,0.0075,0.0118,0.0197,0.0291,0.030899999999999997,0.0336,0.039599999999999996,0.0526,0.067,0.08109999999999999,0.09300000000000001,0.1142,0.1454,0.17679999999999998,0.20149999999999998,0.23620000000000002,0.2657,0.3147,0.36939999999999995,0.4144,0.4532,0.49119999999999997,0.5243,0.5547,0.575,0.5881000000000001,0.5978666666666667
North America / USA / Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0232,0.0584,0.1035,0.1421,0.1832,0.2279,0.2773,0.3245,0.3542,0.3732,0.39640000000000003,0.43090000000000006,0.4393,0.44670000000000004,0.4561,0.4665666666666667,0.4768,0.4857,0.493,0.4987,0.5023,0.5056200000000001,0.5136,0.51875,0.5233,0.5296,0.5343,0.5388666666666666,0.5417000000000001,0.5438000000000001,0.5455
Asia / Japan / Kanagawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0017666666666666666,0.005699999999999999,0.0083,0.015600000000000001,0.03,0.0593,0.1235,0.1968,0.2647,0.339975,0.4108,0.47887500000000005,0.54295,0.6122,0.6731999999999999,0.7238,0.7547,0.7709999999999999,0.7779,0.781725,0.7882384615384616,0.7906,0.7925,0.7942,0.7959999999999999,0.79725,0.7992
North America / USA / Hawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011899999999999999,0.0286,0.0726,0.1177,0.1635,0.2095,0.284,0.3657,0.4313,0.47600000000000003,0.4911,0.5156000000000001,0.5263,0.5326,0.539,0.5466,0.5573333333333333,0.5697249999999999,0.5811999999999999,0.5901,0.5981000000000001,0.6036,0.6086,0.6235,0.6729200000000001,0.72906,0.7558,0.7628,0.7696666666666666,0.7743000000000001,0.7766,0.778
Europe / Italy / Lazio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0196,0.0227,0.0281,0.0421,0.0584,0.0755,0.1052,0.1454,0.2,0.23579999999999998,0.2984,0.38530000000000003,0.488,0.5578,0.5861,0.622,0.6576000000000001,0.6839,0.701,0.7147,0.7245,0.7299,0.7343000000000001,0.7389,0.7464,0.7567,0.7704000000000001,0.7823,0.7886,0.7912,0.7925
Europe / Spain / Catalunya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0168,0.0256,0.0296,0.044,0.060899999999999996,0.07239999999999999,0.1094,0.1543,0.1973,0.2741,0.3553,0.4661,0.555,0.6115999999999999,0.6727,0.7331,0.772,0.7861,0.7931,0.7985333333333333,0.8017,0.8040999999999999,0.807,0.8098000000000001,0.8146,0.8181,0.8199,0.8312,0.8433142857142857,0.8569142857142856,0.8615285714285714
North America / USA / Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.04190000000000001,0.0721,0.1033,0.1494,0.2144,0.3109,0.3873,0.469,0.5542,0.6123,0.6498999999999999,0.6612358974358975,0.6641076923076924,0.6669794871794872,0.6742,0.6820666666666667,0.6893,0.6965,0.7053,0.7125,0.7204,0.72828,0.7518,0.771825,0.7812,0.7909999999999999,0.7961,0.7995,0.8024285714285714,0.8042363636363636,0.8065000000000001
North America / USA / Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078000000000000005,0.0225,0.0509,0.08839999999999999,0.1333,0.19030000000000002,0.265,0.3251,0.3642,0.384,0.3993,0.41600000000000004,0.4264,0.44880000000000003,0.4582,0.4719,0.48793333333333333,0.502,0.514,0.5236999999999999,0.5324,0.5393,0.5445599999999999,0.5586,0.5669500000000001,0.5752,0.5874,0.5938,0.5992999999999999,0.6042000000000001,0.6068,0.6087
Europe / France / Occitanie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0176,0.028999999999999998,0.0365,0.0466,0.0675,0.0981,0.1335,0.1641,0.21489999999999998,0.2914,0.3764,0.4537,0.5028,0.5573,0.6154999999999999,0.6454000000000001,0.6634,0.6748000000000001,0.6827,0.6896,0.6984,0.7132999999999999,0.7298,0.7451000000000001,0.7592,0.7693000000000001,0.7765000000000001,0.7794,0.7805,0.7811
Europe / Switzerland / Geneva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0055000000000000005,0.0199,0.0388,0.0541,0.0694,0.08900000000000001,0.1137,0.1508,0.2116,0.28190000000000004,0.3528,0.4288,0.48840000000000006,0.5127,0.5305,0.5461,0.5645,0.5871,0.6158,0.6371,0.6481999999999999,0.6552,0.6618,0.6674,0.6724,0.6776000000000001,0.6811,0.685,0.6866,0.6872,0.6876000000000001
Europe / Switzerland / Zurich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0055000000000000005,0.0199,0.0388,0.0541,0.0694,0.08900000000000001,0.1137,0.1508,0.2116,0.28190000000000004,0.3528,0.4288,0.48840000000000006,0.5127,0.5305,0.5461,0.5645,0.5871,0.6158,0.6371,0.6481999999999999,0.6552,0.6618,0.6674,0.6724,0.6776000000000001,0.6811,0.685,0.6866,0.6872,0.6876000000000001
South America / Brazil / Rio De Janeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0055000000000000005,0.0127,0.0194,0.0252,0.0449,0.0742,0.08960000000000001,0.10369999999999999,0.1114,0.1195,0.1427,0.17559999999999998,0.21280000000000002,0.25780000000000003,0.313,0.3761,0.43770000000000003,0.4889,0.5426,0.5847,0.621,0.6515000000000001,0.6667399999999999,0.6747,0.6943,0.705,0.7173,0.7278,0.7424,0.7524
North America / USA / New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.023700000000000002,0.0575,0.0989,0.1446,0.21280000000000002,0.2969,0.37,0.4416,0.48700000000000004,0.51688,0.5478999999999999,0.5636,0.5769,0.5905,0.6042000000000001,0.6203666666666667,0.6347,0.6459999999999999,0.6556000000000001,0.664,0.6709,0.67704,0.6923999999999999,0.7021999999999999,0.7112999999999999,0.7214,0.7323000000000001,0.7398333333333333,0.7445,0.7475,0.7502
North America / USA / Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022099999999999998,0.0541,0.1125,0.1555,0.19949999999999998,0.24170000000000003,0.3206,0.36,0.3785,0.39299999999999996,0.4093,0.42560000000000003,0.44520000000000004,0.4524,0.45880000000000004,0.46619999999999995,0.4768,0.49090000000000006,0.5078,0.5165,0.5265,0.5346,0.5406,0.5540999999999999,0.5609500000000001,0.5668,0.5814,0.5979,0.6082,0.6108,0.6149,0.6179
Europe / Germany / Lower Saxony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0126,0.0217,0.030699999999999998,0.0409,0.054000000000000006,0.0662,0.0802,0.1137,0.1789,0.2676,0.3586,0.4313,0.5012,0.5563,0.5971,0.6196,0.6378,0.6535,0.6642,0.6735,0.6819,0.6916,0.7028,0.7155,0.7264,0.7413,0.7515999999999999,0.7584000000000001,0.7624,0.7646,0.7662
Asia / India / Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007000000000000001,0.0027,0.0054,0.0075,0.0118,0.0197,0.0291,0.030899999999999997,0.0336,0.039599999999999996,0.0526,0.067,0.08109999999999999,0.09300000000000001,0.1142,0.1454,0.17679999999999998,0.20149999999999998,0.23620000000000002,0.2657,0.3147,0.36939999999999995,0.4144,0.4532,0.49119999999999997,0.5243,0.5547,0.575,0.5881000000000001,0.5978666666666667
North America / USA / Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0232,0.0587,0.1012,0.1408,0.1923,0.2656,0.34159999999999996,0.4029,0.4498,0.48210000000000003,0.5122,0.5289,0.541,0.5517,0.5631,0.5778333333333333,0.5953,0.6079,0.6208,0.631,0.6401,0.6482,0.6668999999999999,0.67805,0.6849,0.7031999999999999,0.7084999999999999,0.7176,0.7215,0.7239,0.7261
North America / USA / New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.039599999999999996,0.0929,0.1405,0.1999,0.25980000000000003,0.3233,0.3857,0.42862,0.46660666666666667,0.5011,0.5357999999999999,0.5568,0.5668,0.5781000000000001,0.5893,0.6068333333333333,0.61702,0.61758,0.61814,0.6214,0.6286999999999999,0.6345,0.6496,0.6603000000000001,0.6673,0.6796,0.6867,0.6936666666666667,0.6984,0.7014,0.7042
Europe / Germany / Baden Wurttemberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0126,0.0217,0.030699999999999998,0.0409,0.054000000000000006,0.0662,0.0802,0.1137,0.1789,0.2676,0.3586,0.4313,0.5012,0.5563,0.5971,0.6196,0.6378,0.6535,0.6642,0.6735,0.6819,0.6916,0.7028,0.7155,0.7264,0.7413,0.7515999999999999,0.7584000000000001,0.7624,0.7646,0.7662
Europe / Switzerland / Bern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0055000000000000005,0.0199,0.0388,0.0541,0.0694,0.08900000000000001,0.1137,0.1508,0.2116,0.28190000000000004,0.3528,0.4288,0.48840000000000006,0.5127,0.5305,0.5461,0.5645,0.5871,0.6158,0.6371,0.6481999999999999,0.6552,0.6618,0.6674,0.6724,0.6776000000000001,0.6811,0.685,0.6866,0.6872,0.6876000000000001
Europe / Germany / Hesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0126,0.0217,0.030699999999999998,0.0409,0.054000000000000006,0.0662,0.0802,0.1137,0.1789,0.2676,0.3586,0.4313,0.5012,0.5563,0.5971,0.6196,0.6378,0.6535,0.6642,0.6735,0.6819,0.6916,0.7028,0.7155,0.7264,0.7413,0.7515999999999999,0.7584000000000001,0.7624,0.7646,0.7662
North America / USA / Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078000000000000005,0.0263,0.0617,0.10769999999999999,0.1534,0.2097,0.2884,0.3641,0.4163,0.4449,0.46399999999999997,0.48960000000000004,0.5068,0.515,0.5221,0.5313,0.5446000000000001,0.5563,0.5669,0.5764,0.5832,0.5895,0.59436,0.6089,0.6171,0.6248,0.6325,0.6389,0.6437,0.6474,0.6495000000000001,0.6512
North America / USA / Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0245,0.0533,0.0962,0.1516,0.2115,0.2933,0.3784,0.46659999999999996,0.5338,0.5775,0.6095,0.626,0.6355,0.6439,0.6529,0.6636,0.6725,0.6808,0.6889,0.6969,0.7039,0.71058,0.7309,0.7436,0.7517,0.7601,0.7670999999999999,0.7741142857142858,0.7776000000000001,0.7802,0.7820999999999999
North America / USA / Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.029900000000000003,0.052199999999999996,0.0909,0.1143,0.1597,0.2158,0.2612,0.2927,0.31170000000000003,0.32409999999999994,0.33909999999999996,0.3492,0.35950000000000004,0.3759,0.39880000000000004,0.42606666666666665,0.446,0.45890000000000003,0.46840000000000004,0.4804,0.48729999999999996,0.4925,0.5036999999999999,0.510225,0.5167,0.5239,0.5291,0.5336,0.5356000000000001,0.5386,0.54
North America / USA / Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0242,0.056600000000000004,0.09970000000000001,0.1392,0.1962,0.2778,0.3492,0.42310000000000003,0.47740000000000005,0.5161,0.5563,0.5718,0.5838,0.5946,0.6061,0.6200666666666667,0.6328,0.6437999999999999,0.6531999999999999,0.6598142857142857,0.6668000000000001,0.6741199999999999,0.6920999999999999,0.701675,0.7093,0.7218000000000001,0.73,0.7376,0.7425,0.7451000000000001,0.7504000000000001
Asia / Japan / Saitama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0017666666666666666,0.005699999999999999,0.0083,0.015600000000000001,0.03,0.0593,0.1235,0.1968,0.2647,0.339975,0.4108,0.47887500000000005,0.54295,0.6122,0.6731999999999999,0.7238,0.7547,0.7709999999999999,0.7779,0.781725,0.7882384615384616,0.7906,0.7925,0.7942,0.7959999999999999,0.79725,0.7992
North America / USA / Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.034300000000000004,0.06570000000000001,0.0986,0.1505,0.1925,0.25739999999999996,0.3356,0.4114,0.4523,0.4824,0.5144,0.5293,0.5401,0.5498,0.5611999999999999,0.5739666666666667,0.5857,0.5969,0.6067,0.6164000000000001,0.6239,0.6311399999999999,0.6495000000000001,0.6595,0.6674,0.6789000000000001,0.6847,0.6903666666666666,0.6934999999999999,0.6959000000000001,0.6979000000000001
North America / Canada / Saskatchewan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0015,0.004699999999999999,0.011200000000000002,0.0152,0.017,0.0192,0.0246,0.0305,0.0382,0.0545,0.12279999999999999,0.2647,0.4314,0.5505,0.6161,0.6537000000000001,0.6773,0.6942,0.713,0.7284,0.7429000000000001,0.7533,0.7615000000000001,0.767,0.7714,0.7757,0.7835,0.7972,0.8083,0.8134999999999999,0.8167,0.8195
North America / USA / Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0192,0.0516,0.0933,0.1371,0.1802,0.23190000000000002,0.2786,0.30870000000000003,0.3274,0.33990000000000004,0.35810000000000003,0.3664,0.3716,0.3774,0.38520000000000004,0.3959,0.4078,0.4188,0.42869999999999997,0.43920000000000003,0.4461,0.4517,0.4576,0.4614,0.4648,0.4765,0.5245000000000001,0.5290333333333334,0.5325,0.5347,0.5367000000000001
North America / USA / Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.031,0.063,0.09970000000000001,0.1373,0.1856,0.2498,0.316,0.3896,0.4508,0.4924,0.5252,0.5466,0.5566,0.5644,0.5736,0.5854333333333334,0.5987,0.6107,0.6212,0.6288,0.6346,0.63944,0.6537000000000001,0.663525,0.6686,0.6758,0.6809999999999999,0.6850333333333333,0.6883,0.6904,0.6920999999999999
